rowId,featureKey,value,path
createByEuler2DTransform/createByEuler2DTransform,intercept,1,createByEuler2DTransform/createByEuler2DTransform.json
dilate/dilate,Dilate:radius=3,1,dilate/dilate.json
dilate/dilate,Read:type=UInt8:format=Image stack:slabDepth=8:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,dilate/dilate.json
dilate/dilate,Write:format=Image stack:depth=1:chunkX=64:chunkY=64:chunkZ=8:maxConcurrentWrites=0:frameAxis=0,1,dilate/dilate.json
dilate/dilate,intercept,1,dilate/dilate.json
erode/erode,Erode:radius=3,1,erode/erode.json
erode/erode,IntensityStretch:type=UInt8:inputMinimum=0.0:inputMaximum=1.0:outputMinimum=0.0:outputMaximum=255.,1,erode/erode.json
erode/erode,IntensityStretch:type=UInt8:inputMinimum=0.0:inputMaximum=255.:outputMinimum=0.0:outputMaximum=1.0,1,erode/erode.json
erode/erode,Read:type=UInt8:format=Image stack:slabDepth=8:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,erode/erode.json
erode/erode,Write:format=Image stack:depth=1:chunkX=64:chunkY=64:chunkZ=8:maxConcurrentWrites=0:frameAxis=0,1,erode/erode.json
erode/erode,intercept,1,erode/erode.json
fft/fft,Cast:sourceType=Float64:targetType=Float32,1,fft/fft.json
fft/fft,FFT:type=Float64:chunkX=16:chunkY=16:chunkZ=8,1,fft/fft.json
fft/fft,InvFFT:chunkX=16:chunkY=16:chunkZ=8,1,fft/fft.json
fft/fft,NormalNoise:type=Float64:width=64:height=64:depth=64:mean=128.0:std=25.0,1,fft/fft.json
fft/fft,Write:format=Image stack:depth=1:chunkX=64:chunkY=64:chunkZ=8:maxConcurrentWrites=0:frameAxis=0,1,fft/fft.json
fft/fft,intercept,1,fft/fft.json
fillSmallHoles/fillSmallHoles,FillSmallHoles:maximumVolume=128:connectivity=TwentySix,1,fillSmallHoles/fillSmallHoles.json
fillSmallHoles/fillSmallHoles,Read:type=UInt8:format=Image stack:slabDepth=8:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,fillSmallHoles/fillSmallHoles.json
fillSmallHoles/fillSmallHoles,Write:format=Image stack:depth=1:chunkX=64:chunkY=64:chunkZ=8:maxConcurrentWrites=0:frameAxis=0,1,fillSmallHoles/fillSmallHoles.json
fillSmallHoles/fillSmallHoles,intercept,1,fillSmallHoles/fillSmallHoles.json
